,dt,values
157,2020-06-06,1.017784260191335
158,2020-06-07,1.1016441400632537
159,2020-06-08,0.8571481505176688
160,2020-06-09,1.0918218854949422
161,2020-06-10,0.8931122102222702
162,2020-06-11,1.0266705050871963
163,2020-06-12,1.0323368526310972
164,2020-06-13,1.0059564314823644
165,2020-06-14,1.0939454220470153
166,2020-06-15,1.0158017299945616
167,2020-06-16,1.1124899088530513
168,2020-06-17,0.9441495880029825
169,2020-06-18,1.044228135642891
170,2020-06-19,0.9280833931627257
171,2020-06-20,1.0875691338209783
172,2020-06-21,0.9869775702934983
173,2020-06-22,0.9878067412490799
174,2020-06-23,0.9890568794729863
175,2020-06-24,0.9423307615262106
176,2020-06-25,1.1702243817060007
177,2020-06-26,0.904668611919967
178,2020-06-27,1.1028736525758944
179,2020-06-28,1.0426046362425878
180,2020-06-29,0.8414345998639396
181,2020-06-30,1.056899563190892
182,2020-07-01,0.9960765614745138
183,2020-07-02,1.1786351437388936
184,2020-07-03,1.0252295521609556
185,2020-07-04,1.1023160106014889
186,2020-07-05,1.0879035269327555
187,2020-07-06,1.0406819719009017
188,2020-07-07,1.064944271241992
189,2020-07-08,0.9372090147753689
190,2020-07-09,1.1294029942175654
191,2020-07-10,1.129875479237508
192,2020-07-11,1.0035535911056768
193,2020-07-12,0.8091012097708136
194,2020-07-13,1.0151510662384513
195,2020-07-14,1.049182784816048
196,2020-07-15,1.070977422571415
197,2020-07-16,1.029877557443539
198,2020-07-17,0.9133826827976105
199,2020-07-18,1.0313035350828708
200,2020-07-19,1.011900979174609
201,2020-07-20,0.9994063551878803
202,2020-07-21,1.1629403752615004
203,2020-07-22,1.1129098940035964
204,2020-07-23,0.8828050644752818
205,2020-07-24,1.0442019927898163
206,2020-07-25,0.9454739739007272
207,2020-07-26,1.1573271518391497
208,2020-07-27,0.980633258123329
209,2020-07-28,0.8435093011394398
210,2020-07-29,0.8953936530525953
211,2020-07-30,0.8731809978907471
212,2020-07-31,0.8318942290296844
213,2020-08-01,1.1855674562344527
214,2020-08-02,0.9054834076623561
215,2020-08-03,0.9384974951362185
216,2020-08-04,0.9183236920081204
217,2020-08-05,0.9322823008702311
218,2020-08-06,0.9130814162212169
219,2020-08-07,0.9893553054055446
220,2020-08-08,1.1920138927483594
221,2020-08-09,0.9658395831512325
222,2020-08-10,1.1674960929346492
223,2020-08-11,1.0959175776452768
224,2020-08-12,1.0758877117508083
225,2020-08-13,1.1211196191278014
226,2020-08-14,0.9392307940508792
227,2020-08-15,1.031528855164961
228,2020-08-16,0.9324656498131696
229,2020-08-17,1.0294446471750303
230,2020-08-18,0.9056777573249187
231,2020-08-19,1.0839249364639443
232,2020-08-20,1.1201761526228666
233,2020-08-21,1.0088983905840871
234,2020-08-22,1.1014881331755049
235,2020-08-23,1.0080781315608438
236,2020-08-24,1.0611250963925707
237,2020-08-25,1.056166108350882
238,2020-08-26,1.0549947879593384
239,2020-08-27,0.9488083519345736
240,2020-08-28,0.9270146626460765
241,2020-08-29,1.0864853398892795
242,2020-08-30,0.9609010388115108
243,2020-08-31,0.9486514027739135
244,2020-09-01,0.9421422560319707
245,2020-09-02,0.8966159255742561
246,2020-09-03,1.0028245248884666
247,2020-09-04,0.9550622982991525
248,2020-09-05,0.9887491229088893
249,2020-09-06,0.9648510686437597
250,2020-09-07,1.1142693007871454
251,2020-09-08,1.0253396975759825
252,2020-09-09,0.9899026975734557
253,2020-09-10,0.8028563780469232
254,2020-09-11,0.8461146993896098
255,2020-09-12,0.9317103078665926
256,2020-09-13,1.1175588323801355
257,2020-09-14,0.9062984373396251
258,2020-09-15,1.0997897789512456
259,2020-09-16,1.1129872964355914
260,2020-09-17,1.0035925075987198
261,2020-09-18,1.166987890578238
262,2020-09-19,0.9739967867154478
263,2020-09-20,0.8683845380415804
264,2020-09-21,1.136868706584234
265,2020-09-22,1.0014593195125627
266,2020-09-23,1.078675720807944
267,2020-09-24,0.9343628537481699
268,2020-09-25,1.044765861516463
269,2020-09-26,1.0531436873133904
270,2020-09-27,0.9932270034236762
271,2020-09-28,0.9613384046556186
272,2020-09-29,0.888270658354344
273,2020-09-30,0.9972458643962595
274,2020-10-01,1.1358692917393745
275,2020-10-02,1.2224360773624576
276,2020-10-03,0.9233596381661052
277,2020-10-04,1.015234084046779
278,2020-10-05,0.8953033459051283
279,2020-10-06,1.1875548868720691
280,2020-10-07,1.0177975486308133
281,2020-10-08,1.062856300025842
282,2020-10-09,1.1893493704291676
283,2020-10-10,0.8994109136763756
284,2020-10-11,1.0499839938041144
285,2020-10-12,1.145678837815871
286,2020-10-13,1.074771945640475
287,2020-10-14,1.2076959877325248
288,2020-10-15,1.028226588695612
289,2020-10-16,1.0720724747480281
290,2020-10-17,0.9584041274388166
291,2020-10-18,0.9489061252275225
292,2020-10-19,1.0282939841208616
293,2020-10-20,0.8291286816422285
294,2020-10-21,1.044556246314929
295,2020-10-22,1.0120451201578808
296,2020-10-23,0.9803421494902042
297,2020-10-24,1.0022346694266249
298,2020-10-25,1.1291542090832787
299,2020-10-26,1.0349504026676355
300,2020-10-27,0.9528982148132381
301,2020-10-28,1.167687617973938
302,2020-10-29,0.9450268358139811
303,2020-10-30,1.1326297757475574
304,2020-10-31,1.060952141292367
305,2020-11-01,0.805118481834001
306,2020-11-02,1.345841065363383
307,2020-11-03,1.0293595751385152
308,2020-11-04,1.109360013932274
309,2020-11-05,0.8764360991635607
310,2020-11-06,0.9776026708420685
311,2020-11-07,1.1776130676289183
312,2020-11-08,1.190750280161513
313,2020-11-09,1.0655372367335925
314,2020-11-10,0.775699434995837
315,2020-11-11,1.230359225168234
316,2020-11-12,1.1661602088269603
317,2020-11-13,1.0532335803530748
318,2020-11-14,1.0025075532428298
319,2020-11-15,0.9953299960103719
320,2020-11-16,1.067136757876922
321,2020-11-17,0.9279668507387464
322,2020-11-18,0.8433885041020652
323,2020-11-19,1.0828719227713157
324,2020-11-20,0.8052616837543645
325,2020-11-21,0.9079606926803752
326,2020-11-22,1.1708828682072252
327,2020-11-23,1.0246575474014694
328,2020-11-24,0.970950143062602
329,2020-11-25,1.1231366483489278
330,2020-11-26,0.8917683407513812
331,2020-11-27,0.8195281982099465
332,2020-11-28,0.9283628730765596
333,2020-11-29,1.061555967876422
334,2020-11-30,0.8224401635260117
335,2020-12-01,1.0907025397935155
336,2020-12-02,1.065186056664167
337,2020-12-03,1.0739594111603121
338,2020-12-04,0.8057919999553507
339,2020-12-05,1.0359489057606823
340,2020-12-06,0.7893536324643309
341,2020-12-07,0.850536317839665
342,2020-12-08,0.9529578716129313
343,2020-12-09,0.9549655097150631
344,2020-12-10,0.8189386020528462
345,2020-12-11,1.1445788983209764
346,2020-12-12,1.0072985560693908
347,2020-12-13,0.9464569847154433
348,2020-12-14,1.0192177959273543
349,2020-12-15,0.9859530874207645
350,2020-12-16,1.020263850922585
351,2020-12-17,1.0357970737979743
352,2020-12-18,1.1247347055232544
353,2020-12-19,0.8904461793281934
354,2020-12-20,1.1256960173541326
355,2020-12-21,0.9277142897756242
356,2020-12-22,1.0353504040311277
357,2020-12-23,0.8678148937451025
358,2020-12-24,0.8752661173613985
359,2020-12-25,1.1424701719442731
360,2020-12-26,1.2022062557340596
361,2020-12-27,0.8638381691023798
362,2020-12-28,0.9120477858890832
363,2020-12-29,1.0784515517734916
364,2020-12-30,0.8603120272902162
365,2020-12-31,1.1159139145464971
